headline,category,url
Struggling DNA testing firm 23andMe to be bought for $256m,Innovation,https://www.bbc.com/news/articles/c0ln0e5g6kgo
UK weather forecast more accurate with Met Office supercomputer,Innovation,https://www.bbc.com/news/articles/clyg4ygerpjo
Chasing storms from Japan to California,Innovation,https://www.bbc.com/future/article/20250516-the-pilots-chasing-sky-rivers-and-cyclones-from-japan-to-the-us
Workers optimistic but overwhelmed by AI - study,Innovation,https://www.bbc.com/news/articles/c3rpx1rl2nlo
UK driverless cars coming in 2027 - but Uber says it's ready now,Innovation,https://www.bbc.com/news/articles/c8jg80j771zo
The people stuck using ancient Windows computers,Innovation,https://www.bbc.com/future/article/20250516-the-people-stuck-using-ancient-windows-computers
Elton John brands UK government 'absolute losers' over AI copyright plans,Innovation,https://www.bbc.com/news/articles/c8jg0348yvxo
A letter from the M&S hackers landed in my inbox - this is what happened next,Innovation,https://www.bbc.com/news/articles/cgr5nen5gxyo
M&S hackers believed to have gained access through third party,Innovation,https://www.bbc.com/news/articles/cpqe213vw3po
AI and cyber attack centre will be 'leading force',Innovation,https://www.bbc.com/news/articles/c4g2xrw5jl8o
Mexico accuses MrBeast of exploiting Mayan pyramids,Innovation,https://www.bbc.com/news/articles/crr70vykk0wo
Tesco apologises after software issue hits website and app,Innovation,https://www.bbc.com/news/articles/c8re57856jmo
The space archaeologists preserving our cosmic history,Innovation,https://www.bbc.com/future/article/20250515-the-space-archaeologists-hoping-to-save-our-cosmic-history
The camera tech propelling shows like Adolescence,Innovation,https://www.bbc.com/news/articles/c62g6vdl3vqo
"UK needs more nuclear to power AI, says Amazon boss",Innovation,https://www.bbc.com/news/articles/cewd5014wpno
Leading crypto firm Coinbase faces up to $400m hit from cyber attack,Innovation,https://www.bbc.com/news/articles/c80k5plpx8do
Meet the team paid to break into top-secret bases,Innovation,https://www.bbc.com/news/articles/c8el64yyppro
"Bayesian crew unaware wind speeds of over 73mph could topple yacht, report finds",Innovation,https://www.bbc.com/news/articles/c331djzymz6o
Museum visitors to touch part of the moon and Mars,Innovation,https://www.bbc.com/news/articles/cgr5wllyqv5o
'They yanked their own plug': How Co-op averted an even worse cyber attack,Innovation,https://www.bbc.com/news/articles/cwy382w9eglo
Co-op says shelves to be more fully stocked this weekend,Innovation,https://www.bbc.com/news/articles/ckg4zrpk5p7o
Police force harnesses AI to help catch stalkers,Innovation,https://www.bbc.com/news/articles/ckg4816gj5yo
Will this woman be the first Briton to walk on the Moon?,Innovation,https://www.bbc.com/news/articles/czxyv3z710do
AI tool put to test sifting UK public views on botox and fillers,Innovation,https://www.bbc.com/news/articles/cpd4nxvw9lyo
New centre launches to tackle digital threats,Innovation,https://www.bbc.com/news/articles/c5yxg72e0qwo
How AI is transforming work for Bee Lady doctors,Innovation,https://www.bbc.com/news/articles/c1ld5n1vn7zo
The road that charges your car,Innovation,https://www.bbc.com/news/videos/c0eq8jqr2zvo
How to avoid a puncture on the Moon,Innovation,https://www.bbc.com/news/articles/czrve1zrlg3o
Politician's wife jailed for X post gets appeal date,Innovation,https://www.bbc.com/news/articles/cwyjgx04dxdo
How gardening boosts brain health,Innovation,https://www.bbc.com/future/article/20250509-how-gardening-boosts-brain-health
Mars rover technology tested out in Scottish Highlands,Innovation,https://www.bbc.com/news/articles/clygleqg409o
Soviet-era spacecraft 'likely' to have re-entered Earth's atmosphere,Innovation,https://www.bbc.com/news/articles/cy9vz28nyedo
Is there really an autism 'epidemic'?,Innovation,https://www.bbc.com/future/article/20250509-why-autism-diagnoses-are-on-the-rise
Elton John and Dua Lipa seek protection from AI,Innovation,https://www.bbc.com/news/articles/c071elp1rv1o
Two porn sites investigated for suspected age check failings,Innovation,https://www.bbc.com/news/articles/cx2qn1j0jd6o
Bill Gates plans to give away most of his fortune by 2045,Innovation,https://www.bbc.com/news/articles/cx2e87lzqkdo
The country sparking Africa's e-bike revolution,Innovation,https://www.bbc.com/future/article/20250508-rwanda-is-sparking-africas-e-bike-revolution
"Pay day banking outages hit 1.2m people, UK banks reveal",Innovation,https://www.bbc.com/news/articles/c7875w07l93o
Apple hits back at US judge's 'extraordinary' contempt order,Innovation,https://www.bbc.com/news/articles/c3r8rg4w2v0o
The surprising power of nose breathing,Innovation,https://www.bbc.com/future/article/20250507-the-surprising-power-of-breathing-through-your-nose
Wikipedia legally challenges 'flawed' online safety rules,Innovation,https://www.bbc.com/news/articles/c62j2gr8866o
Arizona man shot dead in road rage 'returns' to address his killer,Innovation,https://www.bbc.com/news/articles/cq808px90wxo
Maker of Pegasus spyware told to pay $167m for WhatsApp hack,Innovation,https://www.bbc.com/news/articles/c77n76kzmz4o
Renewable energy's trouble with 'wind theft',Innovation,https://www.bbc.com/future/article/20250506-renewable-energys-trouble-with-wind-theft
"Ofcom needs more powers to remove misleading posts, says watchdog",Innovation,https://www.bbc.com/news/articles/c0jzj18w77yo
China's alternative to charging electric cars,Innovation,https://www.bbc.com/future/article/20250506-are-chinas-swap-stations-the-future-of-electric-cars
Can AI care for your loved ones?,Innovation,https://www.bbc.com/news/articles/c62z5yl2l1lo
The people refusing to use AI,Innovation,https://www.bbc.com/news/articles/c15q5qzdjqxo
OpenAI says non-profit will remain in control after backlash,Innovation,https://www.bbc.com/news/articles/cwy603eg0w8o
"Beware phony IT calls after Co-op and M&S hacks, says UK cyber centre",Innovation,https://www.bbc.com/news/articles/c4grn878712o
Trump criticised after posting AI image of himself as Pope,Innovation,https://www.bbc.com/news/articles/cdrg8zkz8d0o
The bizarre space explosions we can't explain,Innovation,https://www.bbc.com/future/article/20250502-cow-flares-the-bizarre-space-explosions-scientists-cant-explain
Look up! This month's Milky Way and meteor magic,Innovation,https://www.bbc.com/news/videos/cy70z22208zo
Long-distance romance and closure from husband's death - your memories of Skype,Innovation,https://www.bbc.com/news/articles/cp913ze3k9jo
How a passion project became 2025's most talked-about game,Innovation,https://www.bbc.com/news/articles/c078j5gd71ro
How Katy Perry became the Hot and Cold popstar,Innovation,https://www.bbc.com/news/articles/cwynz85zj2vo
Uber starts allowing customers to pay in cash,Innovation,https://www.bbc.com/news/articles/c4g4le9n469o
"Co-op cyber attack affects customer data, firm admits, after hackers contact BBC",Innovation,https://www.bbc.com/news/articles/crkx3vy54nzo
Meta threatens to cut off Facebook in Nigeria over huge fines - report,Innovation,https://www.bbc.com/news/articles/ckgrwxp5r15o
Co-op gives away free pasta sauce and coffee by mistake,Innovation,https://www.bbc.com/news/articles/c9856ge2742o
Are heated tobacco products a new health risk?,Innovation,https://www.bbc.com/future/article/20250501-the-truth-about-heated-tobacco
How BBC investigation led to Apple removing AI 'nudify' apps,Innovation,https://www.bbc.com/news/videos/cx205lnplpwo
Apple says most US-bound iPhones no longer made in China,Innovation,https://www.bbc.com/news/articles/c86jx18y9e2o
Why Australia's opposition is vying for votes on Chinese social media,Innovation,https://www.bbc.com/news/articles/cqx4vr5nqr8o
Harrods latest UK retailer to be hit by cyber attack,Innovation,https://www.bbc.com/news/articles/c62x4zxe418o
Xbox prices hiked worldwide amid tariff uncertainty,Innovation,https://www.bbc.com/news/articles/cze1zn9d9p4o
'They wanted $4m': Lessons for M&S from other cyber attacks,Innovation,https://www.bbc.com/news/articles/cg72kg5yn2ko
Co-op cyber attack: Staff told to keep cameras on in meetings,Innovation,https://www.bbc.com/news/articles/cg72k851dd8o
Meta warns of 'worse' experience for European users,Innovation,https://www.bbc.com/news/articles/czd3mey1ej2o
AI turns old photos of the Borders into 'motion pictures',Innovation,https://www.bbc.com/news/videos/cq5wx27gne1o
Grandson's AI movies bring old towns back to life,Innovation,https://www.bbc.com/news/articles/c1k4y98vykro
Singapore's ruling party pulls out all stops online to woo youth,Innovation,https://www.bbc.com/news/articles/c5yldprrdg3o
UK trial aims to silence tinnitus before it takes hold,Innovation,https://www.bbc.com/news/videos/cd02x42z0ndo
Three things you might not know about the Sun,Innovation,https://www.bbc.com/news/videos/creq5yvlzryo
Apple referred for possible criminal contempt investigation,Innovation,https://www.bbc.com/news/articles/c62xv43xqq5o
Billionaire Isaacman takes big step toward leading Nasa,Innovation,https://www.bbc.com/news/articles/c5yg30dlp1vo
